overall,food,service,ambience,review
3,3,3,5,"I guess I'll be in the minority, but CG is not a ""Go back"" for my wife and I.  Food was good, but not ""The best"" which were my expectations. Service could have been better.  Ambience with Jazz in the background was wonderful.  Just overall all value wasn't there for me (us).  We are local, and we've had better food and service in downtown Charleston."
5,5,5,5,Great experience... great ambience
5,5,5,4,If I had to rate one element the best it would have to be the service. All the staff were incredible attentive and engaging which really makes a difference. The food was really good too  only wish I had room for desert but after eating the 22oz ribeye not a chance!! Will have to go back for that !!
4,5,4,4,"Top notch food and service. In a city of epic chef鈥檚, the Charleston Grill has the best. The only thing that could have made the tasting menu better would have been if we had had the money for the wine pairings. Absolutely 5-star. Get a table away (!) from the bar; it can be very noisy."
5,5,5,5,Superb on all metrics. Wonderful experience.
5,5,5,5,Food was delicious. Staff was nice and friendly.
5,5,5,5,Overall great experience.  Service was impeccable.  Atmosphere is elegant and quiet.  Food was top notch and wine was great.
5,5,5,5,"Our dinner was superb! The food was very good with impeccable service. The ambience was elegant yet relaxing with live piano music. Overall, an excellent choice if you are looking for an excellent evening out."
5,5,5,5,This was a wonderful world class experience. every aspect on ;point.  The best way to experience what the chef and staff have to offer is the chef tasting menu with wine pairings. Special and superb.
5,5,5,5,The service was impeccable without being overbearing. The food was just great and the wait staff very helpful with some of my dietary restrictions
4,4,5,5,Great food and atmosphere perfect for a date night or special occasion! Amazing wine list! The only thing was my husband hates onions and we said not to put them on anything and they where left on.
5,5,5,5,"Charleston Grill came highly recommended. With so many choices in Charleston we wanted a great experience and certainly received one. The service is outstanding - a level about most great restaurants. The wait staff is personable, attentive, and we waited for nothing. The flounder and pasta dishes we had were delicious. Would have like to try several more dishes as well. Certainly one of the best experiences in Charleston."
5,5,5,5,Truly a special restaurant. Exceeded my expectations.
5,5,5,4,Fantastic dinner - we had the crab cakes - probably the best we have ever had ! Excellent waiter & host ! A truly memorable dining experience!
5,5,5,5,Great people take care of their customers!
5,4,5,5,"Had dinner there on 10/15/19. Andrew, our waiter, was pleasant and attentive. We were left to enjoy our wine and cocktail before ordering food. I had foie gras and scallops, while my husband had tomato salad and steak. Food was very good and nicely presented. We shared a side of butter beans. I was disappointed that the sides were limited. The blueberry gateau was a excellent dessert. There were complimentary appetizers and palette cleansers and we left with additional complimentary candies. Very nice!"
5,5,4,5,Food was awesome as usual....seemed to be plenty of Waite staff but had to ask for a black napkin and my sparking water was not filled till I waved to server. Chef Bob would not approve of service.
5,5,5,5,We were visiting Charleston & wanted a fine dining experience. We were not disappointed. Most notable was the foie gras.
5,5,5,5,"We were able to celebrate our 20th anniversary with Charleston Grill.   Our server Adam was fantastic, as was the entire team at Charleston Grill.  Frankly some of the best service I've ever received at any restaurant.   I had a tuna starter, which was delicate and rich at the same time, followed by a flounder served over a local fresh vegetable medley.  My main course was truly amazing, and my wife, who doesn't eat fish, even comments on how delicate and moist the fish entree was prepared.  We would both recommend going there, and we are sure to return on our next outing to Charleston next summer."
5,5,5,5,Absolutely delicious! One of the best meals I鈥檝e ever had. The jazz trio tonight was excellent. The staff was great. Very very happy with tonight
5,5,5,5,"Wonderful ambience, service, and food! This is my second time eating here and it was amazing."
1,1,1,1,"Great atmosphere, service and food offerings.  Impressive (but pricy) wine list. Highly recommended!"
5,5,5,5,Wonderful meal and outstanding service. It could not have been better. Best!
5,4,5,5,Great spot for a special occasion. Entire staff was aware and commented with special recognition of our celebration.
5,5,5,4,Food is what you expect at a restaurant of this price level and it is complimented by a great staff and service.  Very nice wine list with a young lady somm who was very helpful.  Highly recommend this sport for any occasion.
5,5,5,5,Charleston is such a beautiful city and our visit at Charleston Grill was no exception. Absolutely fabulous! Chef Michelle Weaver and staff were amazing hostesses and hosts. We will definitely recommend and look forward to dining with them again.
5,5,5,5,"Great place. My wife and I celebrated her birthday here and we couldn't have picked a better place.  The staff were friendly and helpful, and the food was terrific. We would definitely come back here again. I highly recommend it."
4,4,4,4,We appreciate your staying open late.
5,5,5,5,"Our waitress, Agnes K, was incredible.  She was happy to let us sample a few different wines and help us hone in on exactly what we wanted.  She was very personable and attentive without ever being in the way.  The service alone is reason enough to come back.  The food, though, was INCREDIBLE!  I had the steak frites.  Steak cooked perfectly and the frites were very good.  My girlfriend had the mussels and THE BROTH was so good I ate an entire baguette in an effort to soak it up.  My father would roll over in his grave if he saw me doing it, but it was just too good to pass up.  This was our second visit here and I'm already looking forward to the third!"
5,5,5,5,Cameron our server was great. Wonderful evening with friends and great food
4,4,5,4,Good food. A little pricey considering the decor could use a serious update. Excellent service.
5,5,5,5,"Wonderful brunch in a warm, sunny space. Superb food and service. One of the best restaurants in Georgetown."
5,5,5,5,"This was our first time at Chez Billy Sud and we were not disappointed!  We were celebrating our anniversary and picked the restaurant based on past reviews.  Our server, Aggie was delightful and tended to our every need.  We didn't feel rushed and the courses came out at exactly the right time.  Aggie made suggestions and each one was just right from the wine to the dessert.  It was refreshing to be able to carry on a conversation without a lot of loud noise in the background.  The food was delicious!  The sauteed trout was exquisite and the steak frites superb.  Aggie recommended the Paris-Brest for dessert and it was heavenly!  Chez Billy Sud was the perfect place to celebrate a special occasion."
4,5,5,5,"Delightful, service was very pleasant, food delishious, bake bread warm and crusty, onion soup was perfect. Thank you!"
5,5,5,5,"Great, romantic atmosphere; excellent food, and great service. We鈥檝e only been twice, but it certainly will become one of our 鈥済o to鈥 restaurants in DC."
5,5,5,5,"Terrific experience. Awesome menu, setting and people. Food was perfect, and arrived on time, thanks to our stellar professional table server, Jason. Thank you!"
